End date,"8/16/2018"
"40.36600","20.18399","39.94017"
"40.46600","20.23397","40.00073"
"40.56600","20.28402","40.07918"
"40.66600","20.33406","40.16185"
"40.76600","20.38404","40.25324"
"40.86600","20.43391","40.35569"
"40.96600","20.48395","40.43999"
"41.04800","20.52497","40.56734"
"41.14400","20.57298","40.69554"
"41.24400","20.62296","40.78279"
"41.34400","20.67295","40.90570"
"41.43600","20.71899","41.03438"
"41.53600","20.76897","41.12347"
"41.63600","20.81895","41.22549"
"41.73600","20.86906","41.33974"
"41.83600","20.91910","41.43695"
"41.93600","20.96903","41.53430"
"42.03600","21.01907","41.61681"
"42.13600","21.06899","41.70426"
"42.23600","21.11892","41.74518"
"42.33600","21.16890","41.83847"
"42.43600","21.21901","41.87931"
"42.53600","21.26899","41.94095"
"42.63600","21.31897","41.97606"
"42.73600","21.36902","41.96880"
"42.83600","21.41906","42.05671"
"42.93600","21.46892","42.10142"
"43.03600","21.51897","42.16541"
"43.13600","21.56901","42.20611"
"43.23600","21.61900","42.26320"
"43.33600","21.66904","42.35048"
"43.43600","21.71903","42.41088"
"43.53600","21.76901","42.49810"
"43.63600","21.81906","42.55143"
"43.73600","21.86892","42.66763"
"43.83600","21.91896","42.74461"
"43.93600","21.96895","42.84884"
"44.03600","22.01905","42.95443"
"44.13600","22.06898","43.06176"
"44.23600","22.11902","43.15364"
"44.33600","22.16894","43.23936"
"44.43600","22.21910","43.36534"
"44.53600","22.26903","43.48635"
"44.63600","22.31902","43.57671"
"44.73600","22.36894","43.68536"
"44.83600","22.41898","43.80299"
"44.93600","22.46909","43.89902"
"45.03600","22.51901","44.01630"
"45.13200","22.56696","44.14167"
"45.23200","22.61695","44.19357"
"45.33200","22.66705","44.29921"
"45.43200","22.71691","44.42152"
"45.53200","22.76696","44.51394"
"45.63200","22.81700","44.58109"
"45.73200","22.86699","44.67393"
"45.83200","22.91697","44.73073"
"45.93200","22.96701","44.84110"
"46.03200","23.01694","44.91902"
"46.13200","23.06698","45.02176"
"46.23200","23.11696","45.09843"
"46.33200","23.16701","45.20157"
"46.43200","23.21700","45.29878"
"46.53200","23.26698","45.37352"
"46.63200","23.31708","45.46119"
"46.73200","23.36701","45.54868"
"46.83200","23.41711","45.61872"
"46.93200","23.46697","45.68257"
"47.03200","23.51702","45.75109"
"47.13200","23.56712","45.77270"
"47.23200","23.61699","45.84645"
"47.33200","23.66703","45.87635"
"47.43200","23.71707","45.91338"
"47.53200","23.76700","45.94756"
"47.63200","23.81692","45.99794"
"47.73200","23.86697","46.01732"
"47.83200","23.91695","46.08661"
"47.93200","23.96705","46.13726"
"48.03200","24.01698","46.23776"
"48.13200","24.06696","46.30065"
"48.23200","24.11695","46.40531"
"48.33200","24.16705","46.48437"
"48.43200","24.21703","46.59649"
"48.53200","24.26708","46.68266"
"48.63200","24.31694","46.78936"
"48.73000","24.36597","46.91459"
"48.83000","24.41595","47.01321"
"48.93000","24.46600","47.13992"
"49.03000","24.51598","47.25242"
"49.13000","24.56602","47.32055"
"49.22000","24.61105","47.44614"
"49.32000","24.66097","47.55122"
"49.42000","24.71095","47.58567"
"49.52000","24.76094","47.68325"
"49.62000","24.81104","47.73874"
"49.72000","24.86109","47.85090"
"49.82000","24.91107","47.92853"
"49.92000","24.96099","47.99770"
"50.02000","25.01098","48.09030"
"50.12000","25.06096","48.15383"
"50.22000","25.11089","48.23038"
"50.32000","25.16099","48.31958"
"50.42000","25.21103","48.39299"
"50.52000","25.26096","48.47882"
"50.62000","25.31100","48.54512"
"50.72000","25.36098","48.64061"
"50.82000","25.41097","48.73992"
"50.92000","25.46107","48.78331"
"51.02000","25.51100","48.89244"
"51.12000","25.56098","48.94932"
"51.22000","25.61103","49.07456"
"51.32000","25.66089","49.16060"
"51.42000","25.71105","49.26307"
"51.52000","25.76098","49.36036"
"51.62000","25.81102","49.47731"
"51.72000","25.86095","49.52964"
"51.82000","25.91105","49.64517"
"51.92000","25.96097","49.69360"
"52.02000","26.01102","49.78638"
"52.12000","26.06100","49.84760"
"52.22000","26.11105","49.91375"
"52.32000","26.16097","49.98183"
"52.42000","26.21095","50.04249"
"52.52000","26.26106","50.12262"
"52.62000","26.31104","50.20418"
"52.72000","26.36103","50.20969"
"52.82000","26.41095","50.27626"
"52.92000","26.46087","50.30181"
"53.02000","26.51092","50.36633"
"53.12000","26.56102","50.41117"
"53.22000","26.61107","50.45552"
"53.32000","26.66099","50.48939"
"53.42000","26.71097","50.52340"
"53.52000","26.76096","50.56281"
"53.62000","26.81100","50.60287"
"53.72000","26.86105","50.65174"
"53.82000","26.91097","50.70274"
"53.92000","26.96102","50.72916"
"54.02000","27.01106","50.79929"
"54.12000","27.06098","50.91443"
"54.22000","27.11097","50.95710"
"54.30800","27.15497","51.08386"
"54.40800","27.20502","51.14445"
"54.50800","27.25506","51.26683"
"54.60400","27.30301","51.39309"
"54.70400","27.35300","51.41861"
"54.74400","27.37296","51.54621"
"54.84400","27.42301","51.57539"
"54.94400","27.47305","51.67369"
"55.04400","27.52298","51.71284"
"55.14400","27.57296","51.77016"
"55.24400","27.62306","51.85133"
"55.34400","27.67305","51.90845"
"55.44400","27.72309","51.97126"
"55.53000","27.76596","52.09651"
"55.63000","27.81601","52.11372"
"55.73000","27.86605","52.21405"
"55.83000","27.91603","52.27587"
"55.88400","27.94300","52.40189"
"55.98400","27.99298","52.43927"
"56.08400","28.04308","52.55545"
"56.18400","28.09307","52.66841"
"56.28400","28.14293","52.76537"
"56.38400","28.19304","52.89029"
"56.48400","28.24296","52.97399"
"56.58400","28.29300","53.08618"
"56.68400","28.34293","53.15870"
"56.78400","28.39303","53.23707"
"56.88400","28.44296","53.34335"
"56.98400","28.49300","53.43302"
"57.08400","28.54292","53.52888"
"57.18400","28.59297","53.59138"
"57.28400","28.64295","53.67783"
"57.38400","28.69306","53.73886"
"57.48400","28.74310","53.81612"
"57.58400","28.79296","53.90022"
"57.68400","28.84301","53.93759"
"57.78400","28.89293","54.01093"
"57.88400","28.94292","54.05549"
"57.98400","28.99302","54.07475"
"58.08400","29.04294","54.15985"
"58.18400","29.09293","54.17101"
"58.28400","29.14297","54.23418"
"58.38400","29.19308","54.28304"
"58.48400","29.24300","54.30494"
"58.58400","29.29305","54.34826"
"58.68400","29.34297","54.35975"
"58.78400","29.39301","54.37520"
"58.88400","29.44300","54.48033"
"58.98400","29.49298","54.44954"
"59.08400","29.54296","54.50598"
"59.18400","29.59313","54.55455"
"59.28400","29.64305","54.60719"
"59.38400","29.69298","54.67501"
"59.48400","29.74302","54.73790"
"59.58400","29.79306","54.80365"
"59.68400","29.84293","54.88785"
"59.78400","29.89291","54.95333"
"59.88400","29.94296","55.01799"
"59.98400","29.99300","55.09061"
"60.08400","30.04299","55.15649"
"60.18400","30.09297","55.23909"
"60.28400","30.14295","55.32376"
"60.38400","30.19306","55.41111"
"60.48400","30.24298","55.47436"
"60.58400","30.29303","55.56376"
"60.68400","30.34295","55.61185"
"60.78400","30.39293","55.69005"
"60.88400","30.44292","55.78115"
"60.98400","30.49302","55.86743"
"61.08400","30.54300","55.91641"
"61.18400","30.59299","55.96908"
"61.28400","30.64297","56.07192"
"61.38400","30.69314","56.15095"
"61.48400","30.74294","56.20615"
"61.58400","30.79305","56.26714"
"61.68400","30.84309","56.30132"
"61.78400","30.89307","56.40553"
"61.88400","30.94300","56.46104"
"61.98400","30.99298","56.51740"
"62.08400","31.04291","56.55397"
"62.18400","31.09301","56.60799"
"62.28400","31.14305","56.65465"
"62.38400","31.19298","56.69609"
"62.48400","31.24296","56.73982"
"62.58400","31.29295","56.78609"
"62.68400","31.34305","56.85585"
"62.78400","31.39303","56.89372"
"62.88400","31.44301","57.00699"
"62.98400","31.49294","57.05308"
"63.08400","31.54298","57.14780"
"63.18400","31.59297","57.22851"
"63.28400","31.64301","57.29535"
"63.38400","31.69300","57.37401"
"63.48400","31.74298","57.50114"
"63.58400","31.79302","57.58109"
"63.68400","31.84289","57.65055"
"63.78400","31.89299","57.68175"
"63.88400","31.94304","57.77754"
"63.98400","31.99308","57.84988"
"64.08400","32.04288","57.87887"
"64.18400","32.09293","57.93092"
"64.28400","32.14309","57.99351"
"64.38400","32.19302","58.07064"
"64.48400","32.24306","58.11577"
"64.58400","32.29298","58.14182"
"64.68400","32.34303","58.20341"
"64.78400","32.39301","58.25164"
"64.88400","32.44294","58.29909"
"64.98400","32.49292","58.32666"
"65.08400","32.54308","58.39233"
"65.18400","32.59307","58.43995"
"65.28400","32.64299","58.47975"
"65.38400","32.69298","58.53025"
"65.48400","32.74302","58.58775"
"65.58400","32.79300","58.60787"
"65.68400","32.84304","58.69078"
"65.78400","32.89297","58.73366"
"65.88400","32.94289","58.80256"
"65.98400","32.99300","58.83264"
"66.08400","33.04304","58.89410"
"66.18400","33.09303","58.95416"
"66.28400","33.14295","59.00920"
"66.38400","33.19294","59.05796"
"66.48400","33.24292","59.12551"
"66.58400","33.29308","59.18293"
"66.68400","33.34295","59.22253"
"66.78400","33.39293","59.26957"
"66.88400","33.44304","59.35118"
"66.98400","33.49296","59.37688"
"67.08400","33.54294","59.48036"
"67.18400","33.59305","59.49525"
"67.28400","33.64297","59.60591"
"67.38400","33.69308","59.69102"
"67.48400","33.74294","59.72221"
"67.58400","33.79298","59.79131"
"67.68400","33.84303","59.91576"
"67.78400","33.89301","59.91540"
"67.88400","33.94306","59.99239"
"67.98400","33.99298","60.07059"
"68.08400","34.04303","60.11642"
"68.18400","34.09295","60.16409"
"68.28400","34.14305","60.18916"
"68.38400","34.19304","60.25152"
"68.48400","34.24302","60.30550"
"68.58400","34.29312","60.37722"
"68.68400","34.34305","60.42987"
"68.78400","34.39309","60.50904"
"68.88400","34.44296","60.56319"
"68.98400","34.49300","60.61325"
"69.08400","34.54298","60.66474"
"69.18400","34.59291","60.75146"
"69.28400","34.64307","60.80005"
"69.38400","34.69305","60.85293"
"69.48400","34.74298","60.91243"
"69.58400","34.79302","60.96815"
"69.68400","34.84295","61.01525"
"69.78400","34.89299","61.04404"
"69.88400","34.94298","61.12938"
"69.98400","34.99308","61.17676"
"70.08400","35.04288","61.24917"
"70.18400","35.09299","61.30656"
"70.28400","35.14303","61.37004"
"70.38400","35.19302","61.43700"
"70.48400","35.24306","61.49920"
"70.58400","35.29298","61.54381"
"70.68400","35.34297","61.61736"
"70.78400","35.39301","61.69492"
"70.88400","35.44306","61.67994"
"70.98400","35.49304","61.76588"
"71.08400","35.54303","61.81863"
"71.18400","35.59307","61.86491"
"71.28400","35.64293","61.90336"
"71.38400","35.69297","61.96051"
"71.48400","35.74296","62.00445"
"71.58400","35.79306","62.04571"
"71.68400","35.84305","62.07976"
"71.78400","35.89297","62.12465"
"71.88400","35.94302","62.17022"
"71.98400","35.99306","62.20407"
"72.08400","36.04305","62.25299"
"72.18400","36.09309","62.25828"
"72.28400","36.14295","62.31949"
"72.38400","36.19305","62.31841"
"72.48400","36.24286","62.36810"
"72.58400","36.29308","62.37885"
"72.68400","36.34295","62.39147"
"72.78400","36.39299","62.43110"
"72.88400","36.44304","62.45021"
"72.98400","36.49296","62.47514"
"73.08400","36.54295","62.48845"
"73.18400","36.59299","62.51005"
"73.28400","36.64303","62.52293"
"73.38400","36.69302","62.55827"
"73.48400","36.74300","62.56511"
"73.58400","36.79298","62.61265"
"73.68400","36.84297","62.62580"
"73.78400","36.89307","62.69478"
"73.88400","36.94300","62.66835"
"73.98400","36.99298","62.71705"
"74.08400","37.04290","62.82283"
"74.18400","37.09301","62.78859"
"74.28400","37.14299","62.81728"
"74.38400","37.19304","62.85654"
"74.48400","37.24302","62.91931"
"74.58400","37.29313","62.99160"
"74.68400","37.34305","63.06499"
"74.78400","37.39303","63.13612"
"74.88400","37.44296","63.16436"
"74.98400","37.49300","63.26988"
"75.08400","37.54298","63.31690"
"75.18400","37.59297","63.33554"
"75.26200","37.63201","63.46120"
"75.36200","37.68199","63.49619"
"75.46200","37.73210","63.55005"
"75.56200","37.78202","63.62290"
"75.66200","37.83207","63.69334"
"75.76200","37.88199","63.79602"
"75.86200","37.93198","63.81981"
"75.96200","37.98214","63.86615"
"76.06200","38.03188","63.94654"
"76.11800","38.05993","64.07350"
"76.17200","38.08701","63.94744"
"76.27200","38.13699","64.04771"
"76.37200","38.18710","64.13798"
"76.47200","38.23702","64.19338"
"76.57200","38.28695","64.22678"
"76.67200","38.33699","64.25208"
"76.77200","38.38704","64.27790"
"76.87200","38.43696","64.35107"
"76.97200","38.48700","64.40017"
"77.07200","38.53693","64.45086"
"77.17200","38.58703","64.46586"
"77.27200","38.63695","64.50863"
"77.37200","38.68706","64.53915"
"77.47200","38.73698","64.58249"
"77.57200","38.78697","64.64406"
"77.67200","38.83701","64.69282"
"77.77200","38.88694","64.72988"
"77.87200","38.93698","64.79248"
"77.97200","38.98702","64.81332"
"78.07200","39.03700","64.88454"
"78.17200","39.08711","64.93058"
"78.27200","39.13697","64.96227"
"78.37200","39.18702","64.99407"
"78.47200","39.23700","65.04974"
"78.57200","39.28710","65.11252"
"78.67200","39.33696","65.14359"
"78.77200","39.38707","65.16048"
"78.87200","39.43700","65.20098"
"78.97200","39.48698","65.25010"
"79.07200","39.53696","65.29083"
"79.17200","39.58695","65.29664"
"79.27200","39.63699","65.34052"
"79.37200","39.68704","65.37644"
"79.47200","39.73702","65.42628"
"79.57200","39.78706","65.45359"
"79.67200","39.83693","65.51313"
"79.77200","39.88703","65.49779"
"79.87200","39.93690","65.54876"
"79.97200","39.98694","65.54768"
"80.07200","40.03698","65.59122"
"80.17200","40.08703","65.60906"
"80.27200","40.13695","65.59451"
"80.37200","40.18706","65.58356"
"80.47200","40.23692","65.50610"
"80.50800","40.25504","65.35149"
"80.51000","40.25599","64.83197"
"80.51200","40.25695","63.46321"
"80.51400","40.25797","61.22788"
"80.51600","40.25892","58.46225"
"80.51800","40.25994","55.35160"
"80.52000","40.26089","51.94698"
"80.52200","40.26191","48.33125"
"80.52400","40.26299","44.58865"
"80.52600","40.26400","40.82154"
"80.52800","40.26497","37.08630"
